year,state,incident_type
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,OK,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,OK,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,NM,Fire
2011,NM,Fire
2011,TX,Fire
2011,CA,Tsunami
2011,CA,Tsunami
2011,CA,Tsunami
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,NC,Severe Storm
2011,TX,Fire
2011,NE,Fire
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,FL,Fire
2011,TX,Fire
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,AL,Severe Storm
2011,TX,Fire
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,GA,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,MS,Severe Storm
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,TN,Flood
2011,TN,Flood
2011,TN,Flood
2011,TN,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,KY,Severe Storm
2011,IA,Severe Storm
2011,IA,Severe Storm
2011,IA,Severe Storm
2011,IA,Severe Storm
2011,IA,Severe Storm
2011,IA,Severe Storm
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,LA,Flood
2011,TX,Fire
2011,TX,Fire
2011,AZ,Fire
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,MO,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,MN,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,ND,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,MS,Flood
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,SD,Flood
2011,ID,Flood
2011,ID,Flood
2011,ID,Flood
2011,ID,Flood
2011,ID,Flood
2011,ID,Flood
2011,ND,Severe Storm
2011,ND,Severe Storm
2011,ND,Severe Storm
2011,ND,Severe Storm
2011,ND,Severe Storm
2011,ND,Severe Storm
2011,ND,Severe Storm
2011,ND,Severe Storm
2011,ND,Severe Storm
2011,AK,Fire
2011,TX,Fire
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,AZ,Fire
2011,AZ,Fire
2011,TX,Fire
2011,TX,Fire
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,OK,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,IL,Severe Storm
2011,MN,Severe Storm
2011,MN,Severe Storm
2011,NM,Fire
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,NY,Flood
2011,AK,Flood
2011,AK,Flood
2011,AK,Flood
2011,AZ,Fire
2011,NM,Fire
2011,GA,Fire
2011,GA,Fire
2011,GA,Fire
2011,VT,Severe Storm
2011,VT,Severe Storm
2011,VT,Severe Storm
2011,VT,Severe Storm
2011,VT,Severe Storm
2011,VT,Severe Storm
2011,VT,Severe Storm
2011,VT,Severe Storm
2011,MA,Tornado
2011,MA,Tornado
2011,CO,Fire
2011,CO,Fire
2011,TX,Fire
2011,TX,Fire
2011,GA,Fire
2011,TX,Fire
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,MT,Severe Storm
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,NE,Flood
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,IN,Severe Storm
2011,OK,Fire
2011,KS,Flood
2011,KS,Flood
2011,KS,Flood
2011,KS,Flood
2011,NM,Fire
2011,NM,Fire
2011,NM,Fire
2011,NM,Fire
2011,NM,Fire
2011,NM,Fire
2011,IA,Flood
2011,IA,Flood
2011,IA,Flood
2011,IA,Flood
2011,IA,Flood
2011,IA,Flood
2011,NM,Fire
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,MO,Flood
2011,NM,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,TX,Fire
2011,NC,Fire
2011,NC,Fire
2011,VT,Severe Storm
2011,VT,Severe Storm
2011,VT,Severe Storm
2011,VT,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,AR,Severe Storm
2011,TX,Fire
2011,PA,Severe Storm
2011,PA,Severe Storm
2011,PA,Severe Storm
2011,PA,Severe Storm
2011,PA,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,OH,Severe Storm
2011,PR,Severe Storm
2011,PR,Severe Storm
2011,PR,Severe Storm
2011,PR,Severe Storm
2011,PR,Severe Storm
2011,PR,Severe Storm
2011,PR,Severe Storm
2011,PR,Severe Storm
2011,PR,Severe Storm
2011,PR,Severe Storm
2011,PR,Severe Storm
2011,PR,Severe Storm
2011,PR,Severe Storm
2011,OK,Fire
2011,OK,Fire
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
2011,TN,Severe Storm
